0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
reactive	actively	inactive	proactive	Active	activity	activism	interactive	responsive	activist	activities	organizational	productive	overactive	activists	hyperactive	dedicated	activated	Efficient	combative	involved	organizations	independent	activating	effective	restrictive	advocated	participating	operational	organization	subversive	participant	instructive	ambitious	engaged	volunteers	operative	eradicated	secretive	counterproductive	advocates	organized	volunteer	actionable	fictive	responsible	devoted	destructive	investigative	unresponsive	functioned	Effective	participation	dedicating	eradicating	attractive	participated	socialized	NGO	extremists	independents	alert	laudable	formative	participates	operating	observational	extremist	activate	constructive	integrated	uninvolved	competitive	inhibited	interested	volunteering	vital	informational	addictive	industrious	efficient	uncommunicative	advocating	primary	also	participate	antisocial	informative	preventive	optimized	proficient	inactivity	exhaustive	incentive	positive	participants	Auxiliary	espoused	organizing	expedient
dulls	duller	dulled	dulling	dully	dullest	dullness	muted	boring	listless	lackluster	unvarnished	lifeless	monotonous	untarnished	unvarying	lusterless	metallic	greenish	Dull	brassy	vapid	drab	apathetic	burnished	depthless	numbing	tedious	tinge	bland	bright	devoid	tinges	pale	tarnished	dullard	satisfyingly	gilding	unsatisfying	appallingly	monochrome	pleasant	dreadfully	unpolished	dismal	phosphorescence	dolorous	cloudy	hollow	leaden	starless	tinged	clank	copper	multifaceted	sourceless	featureless	piggish	chillingly	colorless	lustrous	gray	attenuated	sallow	ochre	coppery	hopeless	weary	pleasanter	blunted	unrelentingly	blued	satisfying	vacuous	rust	phosphorescent	mottled	monochromatic	monotony	undifferentiated	windless	sullen	lank	flat	dusty	unfocused	unremarkable	startlingly	dim	ordinary	drudge	transmuted	pyrite	torpid	ringless	watery	monotonously	dreadful	faint	dreary
dislikes	dislike	disliking	hated	loathed	loved	despised	resented	detested	preferred	hates	distrusted	loathes	loathe	enjoyed	despising	disapproved	respected	admired	adored	relished	mistrusted	hate	tolerated	Liked	despise	despises	detests	resenting	preferring	appreciated	likes	especially	abhorred	professed	detest	complained	endeared	knew	particularly	disrespected	loath	disapprove	scorned	hating	discounting	cared	reminded	feared	disdained	closemouthed	relishes	discounted	disparaged	unappreciated	discouraged	annoyed	detestable	tolerating	favored	tolerates	forgave	ridiculing	resent	disagreed	rankled	disapproves	hater	resents	preferences	believed	referred	annoys	derided	bothered	respecting	understood	forbade	snobby	distaste	impressing	forbore	relish	avoided	minded	professing	distrustful	disgusted	generally	besides	liking	distrust	snobbish	criticized	because	ridiculed	impressed	endearing	insisted	unembarrassed
Relaxed	relax	relaxes	relaxing	relaxation	comfortable	lightened	tightened	eased	contented	tensed	calmer	confident	slacked	Relaxing	peaceful	tension	slackened	ease	unclenched	serene	straightened	tranquilly	languorous	posture	relieved	looser	calmed	thoughtful	tenseness	Comfortable	looseness	gentled	settled	convivial	quieted	enjoying	pleasant	loosened	tranquil	placating	casual	brightened	comfortably	alertness	strangely	peacefulness	blissful	placid	softened	tensing	placatingly	languid	languor	calming	languorously	ened	content	stance	slacken	heightened	nonchalant	Forcing	jovial	welcoming	mellow	stiffening	placated	friendly	satisfied	quiescent	slack	companionable	complacent	uncomfortable	pensive	quiet	tenses	tightening	Tightening	vacating	expressive	postures	alert	demeanor	restful	stiffen	restrained	pleasured	muscles	unclenching	reholstered	nonchalance	taut	tented	comfortingly	squinched	businesslike	unselfconscious	liveliness
softness	gentle	softest	softer	silky	Soft	warm	smooth	whispery	comfortingly	caressing	soothing	tender	softening	creamy	sweet	moist	buttery	satiny	caressed	softly	softened	textured	smoothness	soften	caress	velvety	downy	pillowy	lustrous	pillowed	comforting	faint	cottony	gently	softens	softie	eiderdown	deep	papery	sweetish	gentled	pale	dimpled	hollow	rustle	frangipani	muffled	rustling	rubbery	purr	murmurous	muffle	pinkish	cushiony	wet	throaty	hollowed	stroking	spongy	nacreous	hollows	texture	dimpling	comforter	smoothing	lilted	thick	caresses	powdery	lulling	muffling	padding	crispness	moistening	fluffy	muted	pillow	Leafpaw	crinkly	butterscotch	cool	wetness	roughened	pink	supple	loamy	matting	yellowish	thin	squishy	rough	hollowing	quivery	crisp	bare	gentlest	feathery	duvet	linty
aggressively	aggressiveness	aggression	aggressors	aggressor	repressive	progressive	sive	expressive	intimidating	combative	abusive	assertive	hostile	Impressive	intimidation	invasive	undemanding	depressive	Progressive	defensive	predatory	adversarial	incisive	antagonistic	competitive	belligerent	unimpressive	possessive	normative	demanding	aggrieved	intrusive	ambitious	effective	predators	affectionate	impressive	undisciplined	assertiveness	incurious	reactive	intellectually	gregarious	competitiveness	bellicose	hypersensitive	oversensitive	unthreatening	formative	abrasive	defensiveness	animalistic	unsophisticated	offensive	arrogant	transgressive	obsessive	egotistical	overbearing	nonthreatening	uncharacteristic	opportunistic	stances	deficient	disciplined	elitist	counterproductive	excessive	aggregate	unrestrained	arrogantly	vicious	exuberant	manly	inhibited	insolent	decisive	possessiveness	ruthlessness	rapacious	sarcastic	feral	adversaries	provocative	decisiveness	proactive	unselfish	masochistic	tenacious	unmanly	overconfident	unusually	motivating	antisocial	inhibiting	progressively	ingratiating	disciplinarian	closemouthed
ancient	older	Old	aged	oldie	ugly	decrepit	aging	elderly	younger	worn	threadbare	battered	age	relic	ol	yellowed	antiquarian	arthritic	Roebuck	granny	man	weathered	oldest	shabby	dusty	oldster	saltbox	rusting	now	senile	antiquated	weatherbeaten	ole	antique	outdated	rusted	gramps	rusty	oldfashioned	ratty	antiques	young	dilapidated	creaky	venerable	oldies	ancients	used	tattered	grandfathers	archivist	grandfatherly	gramper	wrinkled	hunchbacked	obsolete	gnarly	decrepitude	tatty	Older	dotty	big	Methuselah	itinerant	Navajo	musty	Eldorado	junked	abandoned	wearin	sharecropper	crotchety	Granma	grandmotherly	greatgrandmother	rickety	greatgrandfather	Hamusek	oldsters	sharecroppers	granddad	castoff	patched	gnarled	patchy	moldered	mildewed	Granmama	frail	tatted	crumbling	bachelor	octogenarian	Barcalounger	towheaded	doddering	who	icehouse	mothballs
passively	impassive	passivity	Passive	passionless	emotionless	impassively	Massive	unthreatening	responsive	combative	expressionless	Motionless	unresponsive	compliant	normative	unemotional	obsessive	motionless	indifferent	inert	possessive	reactive	expressionlessly	disinterested	distrustful	mistrustful	stoical	unmovable	interpretive	mindless	inaction	reactionary	complacent	counterproductive	ineluctable	inactive	dispassionate	unchangeable	contemplative	obdurate	dispassion	inanimate	animate	formative	apathetic	invulnerable	overbearing	rational	untenable	untouchable	undifferentiated	unmotivated	unselfish	unmoved	introspective	expressive	quiescent	transformative	undemanding	directionless	rigid	motionlessly	misinterpreting	manipulative	unsentimental	predictable	sublimation	incurious	subjective	immobile	nonthreatening	postures	unthinking	compelling	gendered	stoic	dismissive	unpredictable	content	internalized	quixotic	gratification	contemptible	authorial	inexperienced	responsiveness	textual	remorseless	subversion	silent	undefined	compulsive	Stoic	listless	undisciplined	indifference	sive	misinterpretation	pathologically
chill	chilly	chilled	colder	frigid	icy	freezing	warm	Cold	coldest	cool	chilling	shivering	Frigid	coldness	chills	subzero	damp	clammy	colds	chillier	frosty	shivered	winter	chillingly	warmer	shivers	winters	shivery	Freezing	wintry	Chilled	sleeting	Shivering	frozen	warmed	unheated	wet	numb	frosts	Colder	sleet	stiff	heat	shiver	temperature	breezing	temperatures	windless	windy	warmth	drizzling	thawing	cools	cooled	cooler	unfrozen	temperate	frost	stinging	dampness	cooling	freeze	heated	dry	lukewarm	weather	heater	frostbite	drizzly	warms	snowy	snowing	midwinter	ice	rainy	bitter	muggy	frostbitten	condensation	thaw	arctic	bleak	ached	coolness	numbed	iced	salty	water	Margrit	snow	thawed	raw	misted	dark	blizzards	gritty	stings	moist	humid
Stale	musty	odor	stank	reeked	odour	smelled	mildew	smell	sour	reek	rancid	wintergreen	odorless	reeks	stink	tasted	aftertaste	smells	smelling	sweetish	damp	sours	breads	soured	sourness	yeasty	redolent	permeating	tangy	permeated	moldy	reeking	pumpernickel	smelly	saltines	woodsmoke	permeate	mildewed	mothballs	stunk	scent	sticky	rinds	fragrances	vinegary	cheese	moldering	Smelled	odors	stench	cumin	sourdough	bitter	permeates	urine	tasteless	cordite	dank	camphor	stagnant	sugary	cloying	tang	lukewarm	wafted	spiced	bread	chilies	unwashed	flavored	anise	salty	Lysol	crumbly	fragrance	spicy	flavorful	fetid	congealing	flavoring	dusty	nauseating	legumes	moistening	disinfectant	chewy	aroma	heady	stinking	fruity	stagnation	putrefying	coriander	minty	aromatic	stalemate	pungent	gummy	rotten
freshly	fresher	Fresh	freshest	freshen	afresh	Freshly	freshening	refresh	freshness	freshened	aromatic	spring	lemongrass	briny	pungent	newly	lemony	crisps	sourdough	salty	crisp	refreshed	caramelized	sprigs	chives	tarragon	slathered	coriander	cleanser	fragrant	lemon	dried	chickpeas	yeast	wintergreen	seasoning	souring	fragrance	oregano	lemons	sweetish	scent	slathering	prepackaged	redolent	brie	slather	cardamom	ripened	yeasty	currants	soaked	overripe	brine	refreshing	anise	verbena	flavorful	paprika	pungency	caking	mint	leek	cilantro	chiles	spritzed	creams	strawberries	cinnamon	scents	milk	rosemary	freshwater	cleansers	crisped	Smelled	buttermilk	breads	warm	and	sprig	wet	scented	healthful	garnished	aroma	seasoned	gladiolas	spearmint	springtime	spritz	ripening	hardtack	vinaigrette	sours	seasonings	packaged	basketful	delicious
